userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean,title_clean_language,title_clean_language_confidence,title_clean_translated,review_clean_language,review_clean_language_confidence,review_clean_translated
Unhappy22737373,No support,1,2025-08-17 11:02:20+00:00,526.0.0,False,0,Facebook has absolutely No customer support. Someone hacked into my account and used my credit card to purchase ads. Luckily my Credit Card company helped get my money back. Facebook did nothing. There’s no number to call and no chat feature. Apparently I’m not the only one dealing with this. This is a know issue and Facebook is quiet about it. I’m tech savvy and this still happened to me. I would stay far away from Facebook and Meta!,,us,No support,Facebook has absolutely No customer support. Someone hacked into my account and used my credit card to purchase ads. Luckily my Credit Card company helped get my money back. Facebook did nothing. There’s no number to call and no chat feature. Apparently I’m not the only one dealing with this. This is a know issue and Facebook is quiet about it. I’m tech savvy and this still happened to me. I would stay far away from Facebook and Meta!,no support,facebook has absolutely no customer support. someone hacked into my account and used my credit card to purchase ads. luckily my credit card company helped get my money back. facebook did nothing. there s no number to call and no chat feature. apparently i m not the only one dealing with this. this is a know issue and facebook is quiet about it. i m tech savvy and this still happened to me. i would stay far away from facebook and meta!,No support Facebook has absolutely No customer support. Someone hacked into my account and used my credit card to purchase ads. Luckily my Credit Card company helped get my money back. Facebook did nothing. There’s no number to call and no chat feature. Apparently I’m not the only one dealing with this. This is a know issue and Facebook is quiet about it. I’m tech savvy and this still happened to me. I would stay far away from Facebook and Meta!,no support facebook has absolutely no customer support. someone hacked into my account and used my credit card to purchase ads. luckily my credit card company helped get my money back. facebook did nothing. there s no number to call and no chat feature. apparently i m not the only one dealing with this. this is a know issue and facebook is quiet about it. i m tech savvy and this still happened to me. i would stay far away from facebook and meta!,449,81,True,True,Unhappy22737373,it,0.8500000000000001,Nessun supporto,en,1.0,Facebook has absolutely No customer support. Someone hacked into my account and used my credit card to purchase ads. Luckily my Credit Card company helped get my money back. Facebook did nothing. There’s no number to call and no chat feature. Apparently I’m not the only one dealing with this. This is a know issue and Facebook is quiet about it. I’m tech savvy and this still happened to me. I would stay far away from Facebook and Meta!
jazzmundson,Don’t really care about hackers as much as they say…,1,2025-08-17 10:38:37+00:00,526.0.0,False,0,"I lost my account from a hacker, back in February of 2025, I tired desperately for mi the to get a hold of someone to help me…it’s now August, and without any response EVER from Meta support, I found out by accident that my account was re-enabled. I lost not only my personal account; but both my business accounts, plus a connected IG account, costing me tons of money in lost business. I guess I’m glad to be back for now so I can communicate to past customers why I disappeared, but I know now Meta can’t be trusted as a place for me to do business. Merely a placeholder now until I find another better solution reliable platform!",,us,Don’t really care about hackers as much as they say. . .,"I lost my account from a hacker, back in February of 2025, I tired desperately for mi the to get a hold of someone to help me. . . it’s now August, and without any response EVER from Meta support, I found out by accident that my account was re-enabled. I lost not only my personal account; but both my business accounts, plus a connected IG account, costing me tons of money in lost business. I guess I’m glad to be back for now so I can communicate to past customers why I disappeared, but I know now Meta can’t be trusted as a place for me to do business. Merely a placeholder now until I find another better solution reliable platform!",don t really care about hackers as much as they say. . .,"i lost my account from a hacker, back in february of 2025, i tired desperately for mi the to get a hold of someone to help me. . . it s now august, and without any response ever from meta support, i found out by accident that my account was re-enabled. i lost not only my personal account but both my business accounts, plus a connected ig account, costing me tons of money in lost business. i guess i m glad to be back for now so i can communicate to past customers why i disappeared, but i know now meta can t be trusted as a place for me to do business. merely a placeholder now until i find another better solution reliable platform!","Don’t really care about hackers as much as they say. . . I lost my account from a hacker, back in February of 2025, I tired desperately for mi the to get a hold of someone to help me. . . it’s now August, and without any response EVER from Meta support, I found out by accident that my account was re-enabled. I lost not only my personal account; but both my business accounts, plus a connected IG account, costing me tons of money in lost business. I guess I’m glad to be back for now so I can communicate to past customers why I disappeared, but I know now Meta can’t be trusted as a place for me to do business. Merely a placeholder now until I find another better solution reliable platform!","don t really care about hackers as much as they say. . . i lost my account from a hacker, back in february of 2025, i tired desperately for mi the to get a hold of someone to help me. . . it s now august, and without any response ever from meta support, i found out by accident that my account was re-enabled. i lost not only my personal account but both my business accounts, plus a connected ig account, costing me tons of money in lost business. i guess i m glad to be back for now so i can communicate to past customers why i disappeared, but i know now meta can t be trusted as a place for me to do business. merely a placeholder now until i find another better solution reliable platform!",695,134,True,True,jazzmundson,en,1.0,Don’t really care about hackers as much as they say. . .,en,1.0,"I lost my account from a hacker, back in February of 2025, I tired desperately for mi the to get a hold of someone to help me. . . it’s now August, and without any response EVER from Meta support, I found out by accident that my account was re-enabled. I lost not only my personal account; but both my business accounts, plus a connected IG account, costing me tons of money in lost business. I guess I’m glad to be back for now so I can communicate to past customers why I disappeared, but I know now Meta can’t be trusted as a place for me to do business. Merely a placeholder now until I find another better solution reliable platform!"
Eddie Del,Me,5,2025-08-17 10:35:16+00:00,526.0.0,False,0,Pay me Facebook!,,us,Me,Pay me Facebook!,me,pay me facebook!,Me Pay me Facebook!,me pay me facebook!,19,4,True,True,Eddie Del,unknown,0.0,Me,en,0.8500000000000001,Pay me Facebook!
Mopedmatt,Too many ads,1,2025-08-17 10:31:44+00:00,526.0.0,False,0,I remember a time where Facebook ads only accounted for a very small amount of content. Mark Zuckerburg seems to have gotten really greedy and sold out making this app experience pretty bad from what it was 10years ago.,,us,Too many ads,I remember a time where Facebook ads only accounted for a very small amount of content. Mark Zuckerburg seems to have gotten really greedy and sold out making this app experience pretty bad from what it was 10years ago.,too many ads,i remember a time where facebook ads only accounted for a very small amount of content. mark zuckerburg seems to have gotten really greedy and sold out making this application experience pretty bad from what it was 10years ago.,Too many ads I remember a time where Facebook ads only accounted for a very small amount of content. Mark Zuckerburg seems to have gotten really greedy and sold out making this app experience pretty bad from what it was 10years ago.,too many ads i remember a time where facebook ads only accounted for a very small amount of content. mark zuckerburg seems to have gotten really greedy and sold out making this application experience pretty bad from what it was 10years ago.,232,42,True,True,Mopedmatt,so,0.8,Demasiados anuncios,en,1.0,I remember a time where Facebook ads only accounted for a very small amount of content. Mark Zuckerburg seems to have gotten really greedy and sold out making this app experience pretty bad from what it was 10years ago.
Maria xinvke,Un éxito,5,2025-08-17 10:30:48+00:00,526.0.0,False,0,Grandioso,,us,Un éxito,Grandioso,un éxito,grandioso,Un éxito Grandioso,un éxito grandioso,18,3,True,True,Maria xinvke,fr,0.8500000000000001,A success,pt,0.8500000000000001,Grandiose
AmericanNNNN,Stop censoring people,1,2025-08-17 10:28:03+00:00,526.0.0,False,0,This is America and if I want to tell someone how I feel and you restrict my account you are violating my rights,,us,Stop censoring people,This is America and if I want to tell someone how I feel and you restrict my account you are violating my rights,stop censoring people,this is america and if i want to tell someone how i feel and you restrict my account you are violating my rights,Stop censoring people This is America and if I want to tell someone how I feel and you restrict my account you are violating my rights,stop censoring people this is america and if i want to tell someone how i feel and you restrict my account you are violating my rights,134,26,True,True,AmericanNNNN,en,1.0,Stop censoring people,en,1.0,This is America and if I want to tell someone how I feel and you restrict my account you are violating my rights
Chula C,Facebook,1,2025-08-17 10:13:51+00:00,526.0.0,False,0,Facebook is very nosy the employees read your inbox messages along with everything you post,,us,Facebook,Facebook is very nosy the employees read your inbox messages along with everything you post,facebook,facebook is very nosy the employees read your inbox messages along with everything you post,Facebook Facebook is very nosy the employees read your inbox messages along with everything you post,facebook facebook is very nosy the employees read your inbox messages along with everything you post,100,16,True,True,Chula C,sk,0.8,Facebook,en,1.0,Facebook is very nosy the employees read your inbox messages along with everything you post
auburama18,Horrible,1,2025-08-17 10:07:03+00:00,526.0.0,False,0,Crashing all the time,,us,Horrible,Crashing all the time,horrible,crashing all the time,Horrible Crashing all the time,horrible crashing all the time,30,5,True,True,auburama18,en,0.8500000000000001,Horrible,en,1.0,Crashing all the time
Messi 10 crack,Modo profesional,1,2025-08-17 09:52:03+00:00,526.0.0,False,0,"Sus actualizaciones son pésimas yo aún no tengo la opción de modo profesional ya lo reporte más de 20
Veces y nadie hace nada",,us,Modo profesional,Sus actualizaciones son pésimas yo aún no tengo la opción de modo profesional ya lo reporte más de 20 Veces y nadie hace nada,modo profesional,sus actualizaciones son pésimas yo aún no tengo la opción de modo profesional ya lo reporte más de 20 veces y nadie hace nada,Modo profesional Sus actualizaciones son pésimas yo aún no tengo la opción de modo profesional ya lo reporte más de 20 Veces y nadie hace nada,modo profesional sus actualizaciones son pésimas yo aún no tengo la opción de modo profesional ya lo reporte más de 20 veces y nadie hace nada,142,26,True,True,Messi 10 crack,es,0.8500000000000001,Professional mode,es,1.0,"Your updates are terrible, I still don't have the professional mode option. I have reported it more than 20 times and no one does anything."
Pete the Pilgrim,Fraud/Deception/Perversion,1,2025-08-17 09:45:10+00:00,526.0.0,False,0,"The platform has fallen. FB allows fraudsters to litter the platform uncontrolled. All FB influencers are plagued with fake profiles. FB reels mostly consist of foreign accounts with perverted little girl sex exploitation videos.
It's out of control and Facebook allows it . FB platform has fallen to evil.",,us,Fraud/Deception/Perversion,The platform has fallen. FB allows fraudsters to litter the platform uncontrolled. All FB influencers are plagued with fake profiles. FB reels mostly consist of foreign accounts with perverted little girl sex exploitation videos. It's out of control and Facebook allows it. FB platform has fallen to evil.,fraud deception perversion,the platform has fallen. fb allows fraudsters to litter the platform uncontrolled. all fb influencers are plagued with fake profiles. fb reels mostly consist of foreign accounts with perverted little girl sex exploitation videos. it is out of control and facebook allows it. fb platform has fallen to evil.,Fraud/Deception/Perversion The platform has fallen. FB allows fraudsters to litter the platform uncontrolled. All FB influencers are plagued with fake profiles. FB reels mostly consist of foreign accounts with perverted little girl sex exploitation videos. It's out of control and Facebook allows it. FB platform has fallen to evil.,fraud deception perversion the platform has fallen. fb allows fraudsters to litter the platform uncontrolled. all fb influencers are plagued with fake profiles. fb reels mostly consist of foreign accounts with perverted little girl sex exploitation videos. it is out of control and facebook allows it. fb platform has fallen to evil.,332,49,True,True,Pete the Pilgrim,en,1.0,Fraud/Deception/Perversion,en,1.0,The platform has fallen. FB allows fraudsters to litter the platform uncontrolled. All FB influencers are plagued with fake profiles. FB reels mostly consist of foreign accounts with perverted little girl sex exploitation videos. It's out of control and Facebook allows it. FB platform has fallen to evil.
Urbancountryman,Posts too limited by algorithms,1,2025-08-17 09:38:03+00:00,526.0.0,False,0,Tiring of only reaching the same people. Not a good use of my time.,,us,Posts too limited by algorithms,Tiring of only reaching the same people. Not a good use of my time.,posts too limited by algorithms,tiring of only reaching the same people. not a good use of my time.,Posts too limited by algorithms Tiring of only reaching the same people. Not a good use of my time.,posts too limited by algorithms tiring of only reaching the same people. not a good use of my time.,99,19,True,True,Urbancountryman,en,1.0,Posts too limited by algorithms,en,1.0,Tiring of only reaching the same people. Not a good use of my time.
InfiniteBlueS0A,Feed issues,1,2025-08-17 09:35:45+00:00,526.0.0,False,0,Fix the feed issues i try refreshing it and is still the same. Facebook update is not appeared on my appstored.,,us,Feed issues,Fix the feed issues i try refreshing it and is still the same. Facebook update is not appeared on my appstored.,feed issues,repair the feed issues i try refreshing it and is still the same. facebook software update is not appeared on my appstored.,Feed issues Fix the feed issues i try refreshing it and is still the same. Facebook update is not appeared on my appstored.,feed issues repair the feed issues i try refreshing it and is still the same. facebook software update is not appeared on my appstored.,123,23,True,True,InfiniteBlueS0A,en,0.8500000000000001,Feed issues,en,1.0,Fix the feed issues i try refreshing it and is still the same. Facebook update is not appeared on my appstored.
humarock 55,Humarock 55,4,2025-08-17 09:34:36+00:00,526.0.0,False,0,"I enjoy messenger. It’s on my phone.
Right now I’m trying to get my password. Anyone have any ideas? I haven’t used Facebook in quite a while. It’s changed!!!",,us,Humarock 55,I enjoy messenger. It’s on my phone. Right now I’m trying to get my password. Anyone have any ideas? I haven’t used Facebook in quite a while. It’s changed! ! !,humarock 55,i enjoy messenger. it s on my phone. right now i m trying to get my password. anyone have any ideas? i haven t used facebook in quite a while. it s changed! ! !,Humarock 55 I enjoy messenger. It’s on my phone. Right now I’m trying to get my password. Anyone have any ideas? I haven’t used Facebook in quite a while. It’s changed! ! !,humarock 55 i enjoy messenger. it s on my phone. right now i m trying to get my password. anyone have any ideas? i haven t used facebook in quite a while. it s changed! ! !,172,33,True,True,humarock 55,sv,0.8,Humarock 55,en,1.0,I enjoy messenger. It’s on my phone. Right now I’m trying to get my password. Anyone have any ideas? I haven’t used Facebook in quite a while. It’s changed! ! !
Jae bling,I wish my marketplace work as well,5,2025-08-17 09:34:12+00:00,526.0.0,False,0,Facebook is great I love Facebook only thing is I don’t like is my marketplace doesn’t seem to work,,us,I wish my marketplace work as well,Facebook is great I love Facebook only thing is I don’t like is my marketplace doesn’t seem to work,i wish my marketplace work as well,facebook is great i love facebook only thing is i don t like is my marketplace doesn t seem to work,I wish my marketplace work as well Facebook is great I love Facebook only thing is I don’t like is my marketplace doesn’t seem to work,i wish my marketplace work as well facebook is great i love facebook only thing is i don t like is my marketplace doesn t seem to work,134,26,True,True,Jae bling,en,1.0,I wish my marketplace work as well,en,1.0,Facebook is great I love Facebook only thing is I don’t like is my marketplace doesn’t seem to work
“Vi”,Facebook Has become Political,1,2025-08-17 09:25:49+00:00,526.0.0,False,0,"Those who dont approve of DJT are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. Also, seem to get unwanted articles of DJT which I didnt request.",,us,Facebook Has become Political,"Those who dont approve of DJT are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. Also, seem to get unwanted articles of DJT which I didnt request.",facebook has become political,"those who dont approve of djt are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. also, seem to get unwanted articles of djt which i didnt request.","Facebook Has become Political Those who dont approve of DJT are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. Also, seem to get unwanted articles of DJT which I didnt request.","facebook has become political those who dont approve of djt are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. also, seem to get unwanted articles of djt which i didnt request.",223,39,True,True,“Vi”,en,1.0,Facebook Has become Political,en,1.0,"Those who dont approve of DJT are hasseled by pop ups and messages that you have been hacked when clicking on certain articles. Also, seem to get unwanted articles of DJT which I didnt request."
Ketchup Ann,Love Facebook!,5,2025-08-17 09:05:43+00:00,526.0.0,False,0,Able to keep in touch with friends - and keep aware of politics.,,us,Love Facebook!,Able to keep in touch with friends - and keep aware of politics.,love facebook!,able to keep in touch with friends - and keep aware of politics.,Love Facebook! Able to keep in touch with friends - and keep aware of politics.,love facebook! able to keep in touch with friends - and keep aware of politics.,79,15,True,True,Ketchup Ann,sk,0.8,Milujem Facebook!,en,1.0,Able to keep in touch with friends - and keep aware of politics.
Sherilee123,Why I like Facebook,5,2025-08-17 09:04:30+00:00,526.0.0,False,0,"Facebook has given me the opportunity to connect to the joys and sadness of friends and family. I have a physical condition that keeps me at home most of the time. Facebook has given me the opportunity to connect in ways that I would not be able to. I also enjoy connecting with people that I do not know who have the same interest that I do. I love seeing other people’s artwork, sewing, creativity of all kinds. I love reading stories, especially those heartwarming stories that so often come across
In the Facebook feed. I’m able to share pictures of my grandchildren as they grow with people that I have known since  I was a teenager. I grew up on an island where most people knew each other, and we have stayed in touch through Facebook. I’ve watched their children and their grandchildren. I’ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. I think Facebook, though criticized by many, is a great outlet for joy, communication and information! 💛🧡💚",,us,Why I like Facebook,"Facebook has given me the opportunity to connect to the joys and sadness of friends and family. I have a physical condition that keeps me at home most of the time. Facebook has given me the opportunity to connect in ways that I would not be able to. I also enjoy connecting with people that I do not know who have the same interest that I do. I love seeing other people’s artwork, sewing, creativity of all kinds. I love reading stories, especially those heartwarming stories that so often come across In the Facebook feed. I’m able to share pictures of my grandchildren as they grow with people that I have known since I was a teenager. I grew up on an island where most people knew each other, and we have stayed in touch through Facebook. I’ve watched their children and their grandchildren. I’ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. I think Facebook, though criticized by many, is a great outlet for joy, communication and information! 💛🧡💚",why i like facebook,"facebook has given me the opportunity to connect to the joys and sadness of friends and family. i have a physical condition that keeps me at home most of the time. facebook has given me the opportunity to connect in ways that i would not be able to. i also enjoy connecting with people that i do not know who have the same interest that i do. i love seeing other people s artwork, sewing, creativity of all kinds. i love reading stories, especially those heartwarming stories that so often come across in the facebook feed. i m able to share pictures of my grandchildren as they grow with people that i have known since i was a teenager. i grew up on an island where most people knew each other, and we have stayed in touch through facebook. i ve watched their children and their grandchildren. i ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. i think facebook, though criticized by many, is a great outlet for joy, communication and information!","Why I like Facebook Facebook has given me the opportunity to connect to the joys and sadness of friends and family. I have a physical condition that keeps me at home most of the time. Facebook has given me the opportunity to connect in ways that I would not be able to. I also enjoy connecting with people that I do not know who have the same interest that I do. I love seeing other people’s artwork, sewing, creativity of all kinds. I love reading stories, especially those heartwarming stories that so often come across In the Facebook feed. I’m able to share pictures of my grandchildren as they grow with people that I have known since I was a teenager. I grew up on an island where most people knew each other, and we have stayed in touch through Facebook. I’ve watched their children and their grandchildren. I’ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. I think Facebook, though criticized by many, is a great outlet for joy, communication and information! 💛🧡💚","why i like facebook facebook has given me the opportunity to connect to the joys and sadness of friends and family. i have a physical condition that keeps me at home most of the time. facebook has given me the opportunity to connect in ways that i would not be able to. i also enjoy connecting with people that i do not know who have the same interest that i do. i love seeing other people s artwork, sewing, creativity of all kinds. i love reading stories, especially those heartwarming stories that so often come across in the facebook feed. i m able to share pictures of my grandchildren as they grow with people that i have known since i was a teenager. i grew up on an island where most people knew each other, and we have stayed in touch through facebook. i ve watched their children and their grandchildren. i ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. i think facebook, though criticized by many, is a great outlet for joy, communication and information!",1052,190,True,True,Sherilee123,en,0.8500000000000001,Why I like Facebook,en,1.0,"Facebook has given me the opportunity to connect to the joys and sadness of friends and family. I have a physical condition that keeps me at home most of the time. Facebook has given me the opportunity to connect in ways that I would not be able to. I also enjoy connecting with people that I do not know who have the same interest that I do. I love seeing other people’s artwork, sewing, creativity of all kinds. I love reading stories, especially those heartwarming stories that so often come across In the Facebook feed. I’m able to share pictures of my grandchildren as they grow with people that I have known since I was a teenager. I grew up on an island where most people knew each other, and we have stayed in touch through Facebook. I’ve watched their children and their grandchildren. I’ve listened to their sorrows as they have lost loved ones and tried to comfort them as they have tried to comfort me many times. I think Facebook, though criticized by many, is a great outlet for joy, communication and information! 💛🧡💚"
Boneztheclown,Fix your platform,1,2025-08-17 09:01:47+00:00,526.0.0,False,0,Used to be halfway decent but nowadays I have to delete 10 ads etc to see one friends post,,us,Fix your platform,Used to be halfway decent but nowadays I have to delete 10 ads etc to see one friends post,repair your platform,used to be halfway decent but nowadays i have to delete 10 ads etc to see one friends post,Fix your platform Used to be halfway decent but nowadays I have to delete 10 ads etc to see one friends post,repair your platform used to be halfway decent but nowadays i have to delete 10 ads etc to see one friends post,108,22,True,True,Boneztheclown,en,0.8500000000000001,Fix your platform,en,1.0,Used to be halfway decent but nowadays I have to delete 10 ads etc to see one friends post
